Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Mehdi Abdesmad,,,,,,,,,,,,,,,,IR,,,,Titans,2016
Jace Amaro,,,,,Q,,,,,,,,,,,,,,,Titans,2016
David Bass,,,,,,,,,,,,,,Q,,,,,,Titans,2016
Jurrell Casey,,,,,,,,,,,,,Q,Q,,,,,,Titans,2016
Kevin Dodd,,,,,,,,Q,,,,,IR,IR,IR,IR,,,,Titans,2016
Andy Gallik,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2016
Rashad Johnson,,,,,,,,O,Q,,,,,,,,30,FS,2500000,Titans,2016
Karl Klug,,,,,,,,,,,,,,Q,IR,IR,,,,Titans,2016
Marcus Mariota,,,,,,,,,,,,,,,,IR,23,QB,5503176,Titans,2016
Josue Matias,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2016
Jason McCourty,,,,,,,,,,,,,,,O,Q,29,RCB,8800000,Titans,2016
Derrick Morgan,,O,Q,,,,,,,,,,,,,,27,LOLB,6312500,Titans,2016
Bennett Okotcha,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2016
Nate Palmer,,,,Q,,,,,,,,,,,,,,,,Titans,2016
Da'Norris Searcy,,,,O,O,,,,,,,,,,,,28,SS,6125000,Titans,2016
Tajae Sharpe,,,,,,,,Q,,,,,,,,,22,WR,518721,Titans,2016
Quinton Spain,,,,,,,,O,O,,,,,,,,25,LG,527000,Titans,2016
Daimion Stafford,,,,,,,,,,,,Q,,,,,25,s,686474,Titans,2016
Phillip Supernaw,,,,,,,,,,,,O,,,,,,,,Titans,2016
Delanie Walker,,,Q,Q,,,,,Q,,,,,,,,,,,Titans,2016
Aaron Wallace,,,,,,,,,Q,Q,,,,,,,,,,Titans,2016
Chance Warmack,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2016
