Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Prince Amukamara,,,,,,,,,,,,,D,,Q,Q,30,CB,8500000,Bears,2019
Blake Blackmar,IR,IR,IR,,,,,,,,,,,,,,,,,Bears,2019
Ben Braunecker,,,,,,,,,,,,O,O,O,IR,IR,,,,Bears,2019
Trey Burton,Q,Q,Q,Q,,,,,,O,IR,IR,IR,IR,IR,IR,28,te,6700000,Bears,2019
T.J. Clemmings,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2019
Rashaad Coward,Q,,,,,,,,,,,,,,,D,25,RG,645000,Bears,2019
Taylor Gabriel,,,,O,O,,,,,,,O,O,O,O,O,28,wr,5500000,Bears,2019
Eddie Goldman,,Q,,,,,,,Q,,,,,,,O,25,NT,2250000,Bears,2019
Akiem Hicks,,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,O,30,lde,8000000,Bears,2019
Isaiah Irving,,,,,,,,O,O,O,Q,,,,,,,,,Bears,2019
Joel Iyiegbuniwe,,,,,D,,,,,,,,,,,,,,,Bears,2019
Eddie Jackson,,,Q,,,,,,,,,,,,,,,,,Bears,2019
Nick Kwiatkoski,,Q,,,,,,,,,,,,,,,26,IL,2025000,Bears,2019
Ted Larsen,,,,,O,Q,,,,,,,,,,,,,,Bears,2019
Kyle Long,,,Q,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2019
Bobby Massie,,,,,,,,,,,,O,O,O,O,D,30,RT,2400000,Bears,2019
Sherrick McManis,,,,,,,,,,,,O,IR,IR,IR,IR,,,,Bears,2019
David Montgomery,,,,,,,,,,Q,,,,,,,22,RB,495000,Bears,2019
Bilal Nichols,Q,Q,O,O,O,Q,Q,,,,,,,,,,23,RDE,570000,Bears,2019
Eddy Pineiro,,,Q,Q,,,,,,,,,,,,,,,,Bears,2019
Dax Raymond,IR,IR,,,,,,,,,,,,,,,,,,Bears,2019
Roy Robertson-Harris,,,,,,,,,,,,,,Q,,,26,LDE,645000,Bears,2019
Adam Shaheen,,,,,,,,,,O,O,O,IR,IR,IR,IR,,,,Bears,2019
Joshua Simmons,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2019
Roquan Smith,,,,,,,,,,,,,,IR,IR,IR,22,RILB,1319871,Bears,2019
Danny Trevathan,,,,,,,,,,O,O,O,O,O,IR,IR,29,LILB,5800000,Bears,2019
Mitchell Trubisky,,,,,O,Q,,,,,,,,,,,25,QB,645000,Bears,2019
Javon Wims,,,,,,,,,,,,,,Q,,,25,wr,570000,Bears,2019
