Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Tavon Austin,,,,,,,O,O,O,O,O,O,O,Q,Q,,,,,Cowboys,2018
Chidobe Awuzie,Q,,,,Q,Q,Q,,,,,,,,,,23,LCB,659709,Cowboys,2018
Cole Beasley,,,Q,Q,,,,,,,,,,,,,,,,Cowboys,2018
Anthony Brown,,,,,,,,,,,,,,,Q,Q,25,DB,630000,Cowboys,2018
Noah Brown,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,Cowboys,2018
Brice Butler,,,,,,Q,,,,,,,,,,,,,,Cowboys,2018
Maliek Collins,,,O,O,Q,Q,,,,Q,Q,Q,,,,,23,LDT,755000,Cowboys,2018
Tyrone Crawford,,,,,,,,,,,,,,,,O,29,RDE,6000000,Cowboys,2018
Parker Ehinger,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
Kavon Frazier,Q,,,,,,,,,,,,,,,,,,,Cowboys,2018
Travis Frederick,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
Michael Gallup,,,,,,,,,,,,,Q,,,,22,WR,480000,Cowboys,2018
C.J. Goodwin,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Cowboys,2018
Randy Gregory,,D,,,,Q,,Q,Q,,,,,Q,,,,,,Cowboys,2018
Allen Hurns,,,,,,,,,,,,,,,,,27,wr,2500000,Cowboys,2018
David Irving,,,,,,,,O,O,O,O,O,O,O,O,O,,,,Cowboys,2018
Blake Jarwin,,,,,,,,,,,,,,,,,,,,Cowboys,2018
Datone Jones,IR,IR,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
DeMarcus Lawrence,,,,,,Q,,,,,,,,,,,,,,Cowboys,2018
Sean Lee,,,Q,O,O,O,,,O,O,O,O,O,Q,Q,Q,32,rlb,7000000,Cowboys,2018
Lance Lenoir,,,,,,,,,,,,,,Q,,,,,,Cowboys,2018
Marcus Martin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
Zack Martin,,,,,,,,Q,,Q,Q,Q,,O,Q,Q,,,,Cowboys,2018
Adam Redmond,,,,,,,,,,,O,,,,,,,,,Cowboys,2018
Daniel Ross,,,,,,,,,,O,,,,,,,,,,Cowboys,2018
Jameill Showers,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
Tyron Smith,,,,,,,,,,,Q,Q,Q,Q,,Q,,,,Cowboys,2018
Xavier Su'a-Filo,,,,,,,,,,,,Q,,,,,27,LG,743529,Cowboys,2018
Geoff Swaim,,,,,,,,D,Q,,IR,IR,IR,IR,O,IR,25,TE,705000,Cowboys,2018
Joe Thomas,,,,,,O,O,O,O,Q,Q,,,,,,,,,Cowboys,2018
Darian Thompson,,,,,,,,,,,,,,,,,,,,Cowboys,2018
Deonte Thompson,,,,,,Q,,,,,,,,,,,,,,Cowboys,2018
Connor Williams,,,,,,,,,O,Q,Q,,,,,,21,LG,480000,Cowboys,2018
Terrance Williams,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
Cedrick Wilson Jr.,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2018
Antwaun Woods,,,,Q,Q,,,,,D,Q,,,,,,25,RDT,480000,Cowboys,2018
Xavier Woods,O,O,Q,,,,,,,,,,,,,,23,FS,555000,Cowboys,2018
